topic,document,Topic_words
-1,"Thinking, Fast and Slow Review Praise for Thinking, Fast and Slow""Absorbingly articulate and infinitely intelligent . . . [Thinking, Fast and Slow] will forever change the way you think about thinking."" —The Atlantic  About the Author DANIEL KAHNEMAN is Eugene Higgins Professor of Psychology Emeritus at Princeton University and a professor of public affairs at the Woodrow Wilson School of Public and International Affairs. He is the only non-economist to have won the Nobel Prize in Economic Sciences; it was awarded to him in 2002 for his pioneering work with Amos Tversky on decision-making.","['bag', 'bean bag', 'cotton']"
-1,"POWERGIRL Kids Brief Girls Panties Baby Underwear Boys Unisex Underpants Cotton Non-Itchy Soft Inner Elastic Multi-Coloured Pink Blue Green 2 to 9 Years Pack of 6 It's a Multicoloured Cotton Briefs for Girls, Baby or Boys with non-itchy and soft inner elastic at the waist. Pastel shades of Pink, Blue and green. Material is made of combed cotton which is soft for skin. Each pack contains 6 pieces. Note that the product Image colours might change depending on the stock.","['bag', 'bean bag', 'cotton']"
1,"Lenovo 310 20IAP AIO 19.5-inch All-in-One Desktop (Cel J3355/4GB/1TB/Windows 10 Home/Integrated Graphics), Black Size name:2017 Model   Ready out of the box-plug & play||Single cord PC for day to day computing||Light weight & modern design, weight only 3KG*||Integrated Web Cam, Mic, Speakers, WiFi & Bluetooth||19.5” Screen with photo frame stand design||7th Generation processor & integrated Graphics for well-rounded performances","['ipad', 'smartphone', 'bluetooth']"
0,Kiddeo Kids Boys Tshirts(Navy)(Pack of 6) Kids Printed T-Shirt for boys which is made up of 170 Gsm 100% Cotton and fastness guaranteed fabrics available In different Combos which will make your kid feel very comfortable...,"['slim fit', 'sweatshirt', 'regular fit']"
-1,"Louis Philippe Men's Cotton Dark Color Handkerchief with brand Logo Pack of 3 (Blue, Maroon and Brown) These Cotton Rich Handkerchief are one of the finest from Louis Philippe, to suit your attire on all occasions. Contain Brand logo on it","['bag', 'bean bag', 'cotton']"
5,jbn creation Boy's Cotton Silk Sherwani Suit Jbn creation brings to you this stylish yet comfortable boys' bronze gold woven banarasi indowestern angrakha style sherwani with cowl style Patiala dhoti pant set. Adorn it for a perfect classy & trendy look. Pair it with a juti or a mojari for the royal feel.,"['cotton kurta', 'purchase kurtas', 'kurta pyjama']"
2,"Cambridge Vocabulary for Ielts with Answers and Audio CD (South Asian Edition) About the Author Pauline Cullen is internationally acclaimed for his various preparatory books to help the IELTS candidates. A vivid language learner herself, she has authored several books including Common Mistakes At Ielts Intermediate, Cambridge Vocabulary for IELTS Advanced Band 6.5+ with Answers and Audio CD, Common Mistakes at IELTS Intermediate: And How to Avoid Them, and The Official Cambridge Guide to IELTS Student's Book with Answers with DVD-ROM.","['designed exam', 'professionals arihant', 'exam oriented']"
8,"ASUS External Slim DVD-RW ASUS is an external slim DVD writer capable of 8X speeds. It's stylish and portable design. The lattice-like appearance of the drive is inspired by diamonds, making the product unique from every angle. Additional features include USB 2.0 and the E-Green Engine for the best optical storage available.","['floppy drive', 'external floppy', 'floppy disk']"
10,V-Guard High Speed Pedestal Fan (White and Blue) This high speed fan with a self timer has a super fast air convection rate that makes it optimum for the summers.,"['led fan', 'table fan', 'cooling fan']"
0,"Rigo Men's Cardigan Look stylish and stay cool by wearing this comfortable cardigan from Rigo. Gear up your wardrobe with this Rigo cardigan by rigo Collection. For a complete ensemble team it up with a shirt, a pair of jeans or trousers and sneakers.","['slim fit', 'sweatshirt', 'regular fit']"
1,"Intel BOXNUC5I3RYK Core i3 5010U Barebone PC Style name:Slim   The 4-inch square Intel NUC NUC5i3RYH1 takes the powerful capabilities of a desktop system and packages it into a computer that fits in the palm of your hand. This fully scalable system comes with the latest 5th generation Intel Core i3 processor and integrated Intel HD Graphics with 4K display support. Whether you want a digital jukebox, home hub, or light gaming PC, the Intel NUC NUC5i3RYH gives you the power to play, create, entertain, and inspire. The system includes consumer infrared sensor so you can use a remote control for your NUC right from your couch, 7.1 surround sound, Mini HDMI video interface, and room for a 2.5; HDD or an M.2 SSD so you can store full-length movies or quickly serve up music files. With Intel WiDi2 you can connect your monitor without any additional cables and Bluetooth lets you place wireless speakers where you want-all the features you want in a space-saving, clutter-free design. A replaceable lid gives you plenty of options to create the NUC you want-with amazing style and features. There's also a high-speed USB 3.0 charging port that lets you easily charge your tablet or smartphone quickly. And for peace of mind you'll get embedded security that helps keep threats out, user identities and credentials safe, and your data protected.","['ipad', 'smartphone', 'bluetooth']"
7,"Littly Front Open Kids Thermal Top & Pyjama Set for Baby Boys & Baby Girls, Pack of 2 (1 White, 1 Dark Blue/Brown Color) Stock up your little ones wardrobe with Littly Baby Thermal Set to give your kid an extra warm layer this winter. This set of Littly full sleeve thermal vest and legging are made from soft fabric which will keep your little one warm and cozy. The high quality fabric provides extra comfort and the front open thermal vest ensures fuss free dressing. Littly Baby Thermal Set comes in multiple colors and multiple sizes. Note: Actual product may slightly vary in terms of color /design and will be shipped based on availability.","['baby thermal', 'thermal vest', 'clothes']"
9,"Decora Craft Buddha Backflow Smoke Fountain with Scented Cone Incenses (Blue, Standard Size)","['tealights', 'tea light', 'tealight']"
-1,"Sehaz Artworks Side Shelf Pocket Wooden Key Holder (25 cm x 11 cm x 0.3 cm, Brown) Color:Side-ShelfPocket-Brown-KeyHolder   It is real trouble when you lose your keys. You have to make little space in your house where you can put your keys. So be creative and make that space interesting and stylish by Sehaz Artworks key holder that will awake your imagination. We present you 7 hooks Sehaz Artworks key holder.","['bag', 'bean bag', 'cotton']"
15,"MILESTOUCH - 2 Pices - Hand Free Wash Lota - Travel Go Bidet, Set of - 2 BIDETS Item Package Quantity:2   On The Go Travel Bidet - Hand Free Wash Bidet, Hygiene Wash","['gsm towels', 'towel set', 'towels colours']"
-1,Motorcycle Diaries: A Latin American Journey,"['bag', 'bean bag', 'cotton']"
-1,"Action Shoes Black Sports Shoes What one needs is a partner that's always on the move, that tracks your every move, just right and smartly too. And that's exactly the inspiration behind our trendy footwear collection ranging from performance sport shoes to semi-formal and formal footwear for men, women, teenagers and kids. Ultimate in design, comfort, and fit. Action shoes not only look good but also are good for your feet. Each Action product is the manifestation of our high standards of workmanship, access to latest technology. That's how Action is synonymous with maximum quality and performance.... and of course that essential look. So get into Action. And feel free to walk on the rough roads of life. Surely you'll be the winner.","['bag', 'bean bag', 'cotton']"
11,"FIMS® Women's Girls Satin Nylon Lycra Spandex Bikini Set for Women for Beach|Lingerie for Women|Sexy Lingerie for Honeymoon Sex|Lingerie Set|Bra Panty Set for Women with Sexy|Bra Panty Set|Bikini Set FIMS Satin Nylon 4 way lycra spandex bra panty bikini set is a must-have for your everyday lingerie drawer. Crafted from the soft satin nylon 4 way lycra spandex blend ensures comfort fit and freedom of movement all day long for the woman who appreciates attractive styling but doesn't compromise on ease of wear, fit and hygiene. Fresh vibrant lively colors and romantic design is meant for everyday wear. Its light elastic doesn't leave marks on your skin. This is made of breathable, light fabric to provide best comfort and fit. So, grab this bra panty bikini set and add comfort to your style.","['lace bra', 'lingerie set', 'lingerie']"
-1,Statistics in Psychology and Education ,"['bag', 'bean bag', 'cotton']"
2,"JAIIB is Easy Legal and Regulatory Aspects of Banking JAIIB and DB&F (Diploma in Banking & Finance) Examination is conducted by Indian Institute of Banking and Finance (IIBF) in May and November every year. CONTENTS - Module A: Regulations and Compliance 1. Legal Framework of Regulation of Banks 2. Control over Organisation of Banks 3. Regulation of Banking Business 4. Returns Inspetion, Winding Up, Mergers and Acquisitions 5. Public Sector Banks and Co-operative Banks Module B: Legal Aspects of Banking Operations 6. Different Types of Borrowers 7. Types of Credit Facilities 8. Indemnities 9. Bank Guarantees and Deferred Payment Guarantees 10. Letters of Credit 11. Laws Relating to Bill Finance 12. Various Types of Securities 13. Laws Relating to Securities and Modes of Charging 14. Registration and Satisfaction of Charges 15. Case Laws on Responsibility of Paying Bank 16. Case Laws on Responsibility of Collecting Bank Module C: Banking Related Laws 17. Recovery of Debts Due to Banks and Financial Institutions Act, 1993 (DRT Act) 18. The Securitisation and Reconstruction of Financial Assets and Enforcement of Security Interest Act, 2002 (SARFAESI Act 2002) 19. Banking Ombudsman Scheme 20. Bankers' Books Evidence Act, 1891 21. The Legal Services Authorities Act, 1987 (Lok-Adalats) 22. The Comsumer Protection Act, 1986 23. The Law of Limitation 24. Tax Laws 25. Negotiable Instruments Act, 1881 26. Payment and Settlement Systems Act, 2007 Module D: Commercial Laws with Reference to Banking Operations 27. Indian Contract Act, 1872 28. The Sale of Goods Act, 1930 29. Indian Partnership Act, 1932 30. Definition and Features of a Company 31. The Companies Act, 1956 (Now The Companies Act, 2013) 32. The Foreign Exchange Management Act, 1999 33. The Transfer of Property Act, 1882 34. The Right to Information Act, 2005 35. The Prevention of Money Laundering Act, 2002 36. Information Technology Act, 2000 Mock Test - 1 Mock Test - 2","['designed exam', 'professionals arihant', 'exam oriented']"
